Model,balanced_accuracy,sensitivity,specificity,f1_score,AUC,accuracy,precision,Model_Class,Hyperparams,fit_time
Neural Networks,0.84,0.72,0.95,0.69,0.93,0.92,0.65,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 2000, 'random_state': 42, 'solver': 'sgd'}",0.01
Neural Networks,0.78,0.6,0.96,0.62,0.92,0.91,0.65,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 2000, 'random_state': 42, 'solver': 'adam'}",0.01
Neural Networks,0.78,0.6,0.96,0.62,0.92,0.91,0.65,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 2000, 'random_state': 42, 'solver': 'adam'}",0.01
Neural Networks,0.77,0.57,0.96,0.61,0.93,0.91,0.64,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': 30, 'learning_rate': 'constant', 'learning_rate_init': 0.5, 'max_iter': 2000, 'random_state': 42, 'solver': 'sgd'}",0.01
Neural Networks,0.5,0.0,1.0,0.0,0.5,0.88,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 2000, 'random_state': 42, 'solver': 'sgd'}",0.01
