Model,balanced_accuracy,sensitivity,specificity,f1_score,AUC,accuracy,precision,Model_Class,Hyperparams,fit_time
SVM,0.85,0.89,0.81,0.54,0.93,0.82,0.39,SVC,"{'C': 0.7, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'probability': True, 'random_state': 42}",0.01
SVM,0.85,0.89,0.81,0.54,0.93,0.82,0.39,SVC,"{'C': 0.7, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'probability': True, 'random_state': 42}",0.01
SVM,0.85,0.89,0.81,0.55,0.93,0.82,0.39,SVC,"{'C': 0.5, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'probability': True, 'random_state': 42}",0.01
SVM,0.83,0.85,0.81,0.52,0.93,0.81,0.38,SVC,"{'C': 1, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'probability': True, 'random_state': 42}",0.01
SVM,0.83,0.85,0.81,0.52,0.93,0.81,0.38,SVC,"{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'probability': True, 'random_state': 42}",0.01
