Model,balanced_accuracy,sensitivity,specificity,f1_score,AUC,accuracy,precision,Model_Class,Hyperparams,fit_time
Naïve Bayes,0.82,0.85,0.79,0.5,0.9,0.79,0.35,ComplementNB,"{'alpha': 3.0, 'force_alpha': True, 'norm': False}",0.01
Naïve Bayes,0.82,0.85,0.79,0.5,0.9,0.79,0.35,ComplementNB,"{'alpha': 4.0, 'force_alpha': False, 'norm': False}",0.01
Naïve Bayes,0.82,0.85,0.79,0.5,0.9,0.79,0.35,ComplementNB,"{'alpha': 4.0, 'force_alpha': True, 'norm': False}",0.01
Naïve Bayes,0.82,0.85,0.78,0.49,0.9,0.79,0.35,ComplementNB,"{'alpha': 1.0, 'force_alpha': False, 'norm': False}",0.01
Naïve Bayes,0.82,0.85,0.78,0.49,0.9,0.79,0.35,ComplementNB,"{'alpha': 1.0, 'force_alpha': True, 'norm': False}",0.01
