Model,balanced_accuracy,sensitivity,specificity,f1_score,AUC,accuracy,precision,Model_Class,Hyperparams,Estimator,fit_time
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'n_estimators': 15, 'random_state': 42, 'sampling_strategy': 'all', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=200, metric='euclidean', outlier_label=1,                          radius=0.7)",0.04
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'n_estimators': 15, 'random_state': 42, 'sampling_strategy': 'majority', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=200, metric='euclidean', outlier_label=1,                          radius=0.7)",0.05
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'n_estimators': 15, 'random_state': 42, 'sampling_strategy': 'auto', 'warm_start': False}","RadiusNeighborsClassifier(leaf_size=200, metric='euclidean', outlier_label=1,                          radius=0.7)",0.05
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'n_estimators': 15, 'random_state': 42, 'sampling_strategy': 'auto', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=200, metric='euclidean', outlier_label=1,                          radius=0.7)",0.05
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'n_estimators': 15, 'random_state': 42, 'sampling_strategy': 'all', 'warm_start': False}","RadiusNeighborsClassifier(leaf_size=200, metric='euclidean', outlier_label=1,                          radius=0.7)",0.05
