Model,balanced_accuracy,sensitivity,specificity,f1_score,AUC,accuracy,precision,Model_Class,Hyperparams,fit_time
k-NN,0.71,0.72,0.69,0.36,0.71,0.7,0.24,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.7, 'weights': 'uniform'}",0.01
k-NN,0.71,0.72,0.69,0.36,0.71,0.7,0.24,RadiusNeighborsClassifier,"{'leaf_size': 300, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.7, 'weights': 'uniform'}",0.01
k-NN,0.71,0.72,0.69,0.36,0.71,0.7,0.24,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.7, 'weights': 'uniform'}",0.01
k-NN,0.71,0.72,0.69,0.36,0.71,0.7,0.24,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.7, 'weights': 'uniform'}",0.01
k-NN,0.71,0.72,0.69,0.36,0.71,0.7,0.24,RadiusNeighborsClassifier,"{'leaf_size': 500, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.7, 'weights': 'uniform'}",0.01
